id,keyword,location,text,target
11109,windstorm,"Gostivar, Macedonia",*violent* windstorm is now underway across the western Scotland! The higher elevations are experiencing 180-200 km/h =…,1
11111,windstorm,,"#KincadeFire rages on as huge, 'historic' windstorm approaches. reports https://t.co/SQSu5NaQhU https://t.co/Bemsxy…",1
11112,windstorm,,*UPDATE* on the explosive cyclogenesis / bomb cyclone #BRENDAN west of #Ireland – RED warning issued for extremely dan…,1
11113,windstorm,Europe,"A powerful North Atlantic windstorm with violent hurricane-force winds and major waves, smashing the huge cliffs on… https://t.co/HRsq8glJS4",1
11114,windstorm,,The windstorm graphic for tomorrow's unnamed system has been updated. The effects are expected to remain the same with 50-60mph…,1
11115,windstorm,"BC, Canada",Stanley Park storm is where the bar is at for windstorm (10). So using that as point of reference what we…,1
11116,windstorm,Vancouver BC,Stanley Park storm is where the bar is at for windstorm (10). So using that as point of reference w… https://t.co/CHVCboBamv,1
11117,windstorm,"Ile-de-France, France",10-meter wind gusts animation over western Europe through the next 42 hours - a violent windstorm blasts in from the w…,1
11118,windstorm,"State College, PA","Rain and high-elevation snow showers can continue across northern Scotland on Wednesday; otherwise, a brief break i… https://t.co/TUOn6fdI7Q",1
11120,windstorm,"Olympic Peninsula, WA","In the wake of a storm that brought showers and gusty winds to the United Kingdom this weekend, an unsettled pattern w…",1
11121,windstorm,"Staten Island, NY, USA",A dangerous #windstorm for #Ireland and #Scotland as yet another monster #cyclone (below 940 mbar) develops over the N…,1
11123,windstorm,"State College, PA","In the wake of a storm that brought showers and gusty winds to the United Kingdom this weekend, an unsettled patter… https://t.co/Eq2a5eJ8wu",1
11124,windstorm,"State College, PA","Rain and high-elevation snow showers can continue across northern Scotland on Wednesday; otherwise, a brief break i… https://t.co/9NGOYAuYni",1
11127,windstorm,,Violent windstorm? What it means? Here is a powerful North Atlantic windstorm that delivered violent hurricane-force w…,1
11129,windstorm,"New South Wales, Australia","Our poor BBQ. Not only did the windstorm blow away the cover, it is now covered in snow that has crusted over due to o…",1
11130,windstorm,"Denver, Colorado",Five-year-old Lucille has been through a lot in the last week. Her owner says she got out of the house in a windsto… https://t.co/beu1Ciasin,1
11133,windstorm,California,Winter in NorCal is just Autumn Lite where it gets really crisp and cold and it rains and a windstorm finally knock… https://t.co/EQJJflfJZc,1
11134,windstorm,"Penzance, Cornwall ",Windstorm: 'Level 2' for TUESDAY. Associated with a small-scale developing low pressure feature which will cross the UK…,1
11136,windstorm,,13 Feb 1989 Scottish windstorm. Record low-level wind speeds at the British Isles by that date.,1
11137,windstorm,URUGUAY,There won't be much of a break across the southern U.K. as another storm system will race into the region on Tuesday. This…,1
11138,windstorm,"State College, PA",There won't be much of a break across the southern U.K. as another storm system will race into the region on Tuesda… https://t.co/Mbr5gVIV59,1
11139,windstorm,"Kelowna, B.C.","Our poor BBQ. Not only did the windstorm blow away the cover, it is now covered in snow that has crusted over due t… https://t.co/DmgHfuBtCL",1
11141,wounded,Venus😂😂😂😂,At least 11 people were killed and 12 others wounded in rain and snow-related incidents in two districts of Azad Jammu and…,1
11142,wounded,"Lahore, Pakistan",At least 11 people were killed and 12 others wounded in rain and snow-related incidents in two districts of Azad Ja… https://t.co/Mfk1h2WwAs,1
11149,wounded,,"Almost 1500 innocent Iranians got shot in the streets, thousands got wounded and arrested. Now #NancyPelosi says that the…",1
11150,wounded,,"Twenty-one Saudi military cadets are being expelled after one of the cadets carried out a mass shooting in Pensacola, Flor…",1
11152,wounded,,"Iraqi Center for War Crime Documentation: 669 martyrs, 24,488 wounded, and 2806 detainees in demonstrations. - Inc… https://t.co/5qlH3Ns7Q1",1
11153,wounded,,Police in Iran have denied using live ammunition to disperse protesters as outrage over the accidental downing of a Ukrainian p…,1
11154,wounded,"Islamabad, Pakistan",Snow and Avalunch Update (SDMA) 18 people including Women's and children's were killed and 21 other wounded in snow a…,1
11155,wounded,Somewhere in California,A group of Chinese medicine practitioners that treat wounded protesters said one of their founders has gone missing after c…,1
11157,wounded,,A bomb found in the van used by the man and woman who attacked a kosher market and killed 4 people in Jersey City in December…,1
11162,wounded,Spijkenisse,8 People Wounded in Stabbing Rampage in Colorado Springs https://t.co/JpPfHL04sb via,1
11163,wounded,"calhoun, LA",//WOTV NEWS//: 2 teen hunters charged with animal cruelty after attack on wounded deer... https://t.co/OOrvsBycl0,1
11165,wounded,"Kuala Lumpur City, Kuala Lumpu",3. Tens of thousands of American soldiers died. Many more seriously wounded both in body and mind. For all these sacrif…,1
11166,wounded,heaven,A woman wounded at Ostad Mo'ein Ave. in Tehran Sunday night. Reports say that she was targeted and shot by plainclothes agen…,1
11167,wounded,heaven,Two wounded women are in Azadi Ave. near Azadi Square Sunday night. The use of force and killings of protesters by the Irani…,1
11169,wounded,"Boston, MA","""‘I Lost My Legs’: Wounded in Iraq, He Sued Iran"" by RICHARD A. OPPEL Jr. and NICHOLAS BOGEL-BURROUGHS via NYT… https://t.co/IV11Uce9Bc",1
11171,wounded,,"Man arrested after 8 wounded in stabbing spree in Colorado Springs, police say https://t.co/VIoRe7HNLU",1
11176,wounded,"Texas, USA",Twenty-one Saudi military cadets are being expelled after one of the cadets carried out a mass shooting in Pensacol… https://t.co/Ppu3Ousoc0,1
11181,wounded,Peoples Republik of Kalifornia,#Pensacolashooting-3 dead 8 wounded by #Saudi Pilot #Alshamrani-now declared terrorist act by #AGBarr. Today AG expelle…,1
11184,wounded,,"Man arrested after 8 wounded in stabbing spree in Colorado Springs, police say https://t.co/VIoRe7HNLU",1
11194,wounds,"Accra, Ghana","Woman, 73, fined for inflicting blade wounds on granddaughter https://t.co/lGSD8f9EFV",1
11226,wounds,h: tricotiana  i : lateralspew,"His wounds healed, the skin a bit thicker than before, scars like train tracks on his arms and on his body underneath his s…",1
11230,wounds,,There is an epileptic lady who stays in dobsonville ext 4 they have been without power for tge past 4mont… https://t.co/pA3DQSU2Gq,1
11239,wreck,,The forgotten nasty wreck between Landon Cassill and Jeffery Earnhardt at the Brickyard in 2018 https://t.co/Bi6C5brbVH,1
11245,wreck,,"Tail gunner on a Budweiser Truck. Bob was sitting on the plane waiting to fly to Detroit, when a guy took the seat… https://t.co/tjKWqTVUYl",1
11256,wreck,,I have to tell them that last night was a shameful train wreck filled with blind cuddly puppies.,1
11266,wreck,"Edmonton, Alberta, Treaty Six",This week I went to a car wreck and trasported a critically injured child whose parents had died. I’m glad our premier reaches…,1
11267,wreck,Metopia,Every rivet on PAF F16s is carefully scrutinized by US and that's where the problem happened. PAF with… https://t.co/HZJgIcnxeo,1
11270,wreck,🍀~Personal & Fan acc,Are you trying to wreck me?? 😭😭😭,1
11272,wreck,,It's like a train wreck — you just can't look away.,1
11280,wreck,"Leeds, England","It's been 1 month since Ryan proposed to me and I'm still an absolute emotional wreck, cannot and will not stop cry… https://t.co/hPr3rBSmg5",1
11282,wreck,"633 Block Zakera, Citadel",Look I can’t spell. I’m a wreck and I need help.,1
11287,wreck,"Austin, TX",My nigha just called me and said he got in a wreck and his cuz in ICU. Shit I was having a good day. GOD bless my young FAME,1
11298,wreckage,,very little wreckage was found or photographed. There are many examples of shooting planes down to kill one or two… https://t.co/V6blDxxcdz,1
11301,wreckage,"British Columbia, Canada","Stunning drone video of Bound Brook fire aftermath shows charred, smoldering wreckage https://t.co/Zc5tKjzpZO",1
11304,wreckage,,"Ukraine deliberately issued statement after Iran plane crash suggesting engine failure, despite suspecting attack ""If…",1
11306,wreckage,"Sunshine Coast, Queensland","A sunken yacht has finally been pulled out of the Mooloolah River, almost a year after it was abandoned. The wrecka… https://t.co/H00suo4N0z",1
11309,wreckage,,Iran plane crash wreckage spotted from space (satellite photos) https://t.co/BVC32mcUKD,1
11310,wreckage,,"TSB: Iran has allowed us to the download of the recorders, and visit the wreckage: this above and beyond what they are req…",1
11316,wreckage,,I heard NSW-Queensland border: Two brothers are found dead in the wreckage of their light plane,1
11319,wreckage,,"The next day, an EOD team arrived to pick through the wreckage and found unexploded pieces of a missile casing that coul…",1
11320,wreckage,"Madrid, Spain",#Iran agreed to give Canada access to the wreckage and the black box from downed Ukrainian plane. But Canadian officials ar…,1
11321,wreckage,Alberta,Deceased Trucker Found In Wreckage That Went Unnoticed For 24 Hours https://t.co/6cKXWFE7j1,1
11331,wrecked,,Our hearts bleed to the untimely demise of RIO JOHN ABEL for having met an accident while sending help to the victi… https://t.co/cvg3J3h6r4,1
11338,wrecked,Puchong,Kesian ular. We have wrecked their natural habitat.,1
11354,wrecked,,"Yeah, proper Liverpool fans wrecked Man City’s bus and the Heysel Stadium.",1
11355,wrecked,Recife,"""Trump and Sisi 'rejected foreign exploitation and agreed that parties must take urgent steps to resolve the conflict before…",1
11359,wrecked,"Washington, DC","""Trump and Sisi 'rejected foreign exploitation and agreed that parties must take urgent steps to resolve the confli… https://t.co/LrCK9aIkpq",1
11369,wrecked,,Jake Corway wrecked while running 14th at IRP.,1
4,ablaze,,"""Lord Jesus, your love brings freedom and pardon. Fill me with your Holy Spirit and set my heart ablaze with your l… https://t.co/VlTznnPNi8",0
5,ablaze,OC,"If this child was Chinese, this tweet would have gone viral. Social media would be ablaze. SNL would have made a racist j…",0
8,ablaze,"Accra, Ghana","National Security Minister, Kan Dapaah's side chic has set the internet ablaze with her latest powerful video.… https://t.co/rhzOMQVSlj",0
9,ablaze,Searching,This creature who’s soul is no longer clarent but blue ablaze This thing Carrying memories Memories of… https://t.co/tBKSNDrDoX,0
11,ablaze,,Social media went bananas after Chuba Hubbard announced Monday evening his plans to return to #okstate. https://t.co/peN…,0
14,ablaze,"Reno, NV","AMEN! Set the whole system ablaze, man. https://t.co/J08xHDcGbD",0
17,ablaze,,Rengoku sets my heart ablaze😔❤️🔥 P.s. I missed this style of coloring I do so here it is c: #鬼滅の刃 https://t.co/YrUF9g68s0,0
18,ablaze,Worldwide,paulzizkaphoto: “Rundle Ablaze” Wishing you all a good evening... https://t.co/d0NlME1HQz https://t.co/hlVlT6qiIp,0
22,ablaze,Italy,"#ThankfulTuesday Isaiah 43:2 When you pass through the waters, I will be with you; and when you pass through the r… https://t.co/jEp3L1oU36",0
23,ablaze,"` ˗ˏˋ i'm⠀waiting⠀for⠀you⠀to⠀pour⠀my⠀𝘀𝗶𝗻𝘀⠀onto⠀me⠀;⠀call⠀me⠀your⠀𝘭𝘰𝘷𝘦𝘳⠀whispering⠀hymns⠀to⠀my⠀ear⠀,⠀crucify⠀me⠀in⠀claims⠀of⠀praising⠀me .","⠀⠀When you walk through the fire, ⠀⠀you will not be scorched, and the ⠀⠀flames will not set you ablaze. ──── product…",0
25,ablaze,,Warm greetings to all on the occasion of #Lohri. As winter passes by may everyone's woes and troubles be set ablaze in t…,0
28,ablaze,,that is kind true sadly,0
29,ablaze,,I swear that jam will set the world ablaze,0
33,ablaze,"Salta, Argentina","This love is so completely crazy. You've been fucking with my dreams, ripped me like your torn up jeans. I don't ev… https://t.co/GCVYW5eZkb",0
34,accident,Wherever socks go in the dryer,Terms in A Demon Burning Dark: The Ruined: People who cannot use magic or interact with it without some harm or ac… https://t.co/ZEDawOfuu4,0
35,accident,Kuala Lumpur,"📷 Heartfelt appreciation to Prime Minister YAB Tun Dr. wife, YABhg. Tun Dr. Siti Hasmah Mohd Ali fo… https://t.co/YOwUp1BYUP",0
37,accident,"Sydney, New South Wales",❤️❤️❤️ he gave us everything... He had a horrible foot infection once so wore one thong… https://t.co/mA9sFl6Shw,0
38,accident,Nigeria,"😁yeah! His new swag is on point 100%, since the accident! Like this is a totally transformed Bob…",0
39,accident,"Davanagere, India ","This is cool and all these days I have been doing ""git push origin CURRENT_BRANCH_NAME"". You know that… https://t.co/mr0YAGEWqj",0
41,accident,"Covina, Ca",my back and neck are still fucked up from the accident 😡😡😭😭,0
43,accident,,Note to Democrats: It’s not a Muslim ban. Islam is not a race. Soleimani was a terrorist &amp; was exterminated not assas…,0
44,accident,"North Carolina, USA",Juwan Johnson/Oregon is one big dude. Looks like a tight end stuck in the receiver group by accident.,0
45,accident,kurger bing,More appearances of the man with the upside-down face. A New Year’s Eve party at an Air Force base in 1943 where a man…,0
49,accident,,"“There are no greater treasures than the highest human qualities such as compassion, courage and hope. Not even tragic accide…",0
50,accident,Germany,Please help our friends in - they have had a non fault accident that's resulted in their vehicle being writte…,0
51,accident,"South Beach, FL",When you hurt your younger sibling by “accident” https://t.co/DAMTEoQtZU,0
54,accident,"England, UK ",no one has the right to call a baby an accident. jd himself called it a blessing. he used the loveliest word to describe what…,0
55,accident,"Melbourne, Australia",I actually posted this by accident to twitter but have decided this can stay,0
56,accident,"Pearland, TX",Question: let’s say you are happily married and your husband dies in a tragic accident. You are deveststed but this pussy not…,0
58,accident,"California, USA","In completely available public information , the fires were mostly started by humans on purpose or on accident with th…",0
59,accident,,During my PhD there was a colleague who went out of her way to bully and cause work discomfort for me. I… https://t.co/G3hivXZo8T,0
61,accident,"Staffordshire,England","6yr old Bella needs a new home due to an incident that was an accident, she can live with older kids and in the right ho…",0
62,accident,,"👀Look at this shit,😠she need her little ass whooped before she hit somebody by accident. #lecheminduroi #bransoncognac #starzge…",0
63,accident,"Port Harcourt, Nigeria",You're not an accident on the earth. You're God's divinely crafted masterpiece. He designed you with a destiny in v… https://t.co/KfC7Tpwuj6,0
66,accident,"Ann Arbor, MI",Judge less smile more. It isn’t the oldest profession by accident lol,0
70,aftershock,Czech Republic,Yea it wasnt that long she killed me in like 6 or 7 seconds but not sure would have to… https://t.co/pexyxYJoFM,0
71,aftershock,USA,Honored to have an essay in #AfterShock Marking the 50th anniversary of Alvin Toffler’s Future Shock Compendium of essays in t…,0
72,aftershock,,TICKETS ON SALE!!!!!!!!!! - Aftershock https://t.co/kQHMzbgmvk #nowplaying #k4hdradio,0
73,aftershock,"Bay Area, CA",Come with us to Aftershock!,0
74,aftershock,"Great Southwest, U.S.A.",o_O ! I think I felt your aftershock,0
77,aftershock,Toronto,2010 - Inception. The Social Network. Easy A. Black Swan. Toy Story 3. The Kids are All Right. Aftershock.,0
80,aftershock,"  Philippines ,From America",A other Hard hit https://t.co/x3e2mf6DKo,0
81,aftershock,Islamabad,"Musharaf verdict was just mild aftershock of extension, one should not worry what comes after extention.",0
83,aftershock,"Surabaya, Indonesia",Kumera yellow Aftershock #PH19FOSSIL featured in bankbtn Good Living magazine Photography Stylist shino… https://t.co/V9LJ65ttzR,0
85,aftershock,NYC,Please pray for #PuertoRico!!!!! https://t.co/uWqP2yNohW,0
87,aftershock,"Ковров, Россия",И снова о кризисе демографии (Yakov_Z) https://t.co/BlgYuNumDG,0
89,aftershock,,Check out my latest video... SUPERZERO VOL. 1 - CLOSER LOOK https://t.co/T36KGXJdvY A closer look at SUPERZERO VOL. 1 by Am…,0
90,aftershock,,Might be a small aftershock. I didn't feel anything,0
91,aftershock,"Brooklyn, NY","Stay informed, stay engaged with whats going on in #PuertoRico after the #earthquake The USGS’ 30-Day aftershock s… https://t.co/bYIBfpLHYg",0
92,aftershock,,This isnt good. I feel for the people of Puerto Rico https://t.co/gZC7TYroxS,0
93,aftershock,"Melbourne, Victoria","Aftershock Vapor 15 Pro Review – Aussie, Aussie, Aussie https://t.co/pWNq3VAr2r #PowerUpAU",0
94,aftershock,,Puerto Rico Worker explains Earthquake aftershock. Pleading to go viral https://t.co/hhfjQNLEt8 via,0
95,aftershock,Piscataway land // DC,this is an unfathomable number. I lived through a large earthquake and we slept under the table for one terrible night…,0
96,aftershock,DEPRESSED VIBES,nah I need calm down 💀 https://t.co/eOKphShN5R,0
97,aftershock,,thinking about how some1 spat blood at me during Marilyn Manson’s set at aftershock 👁👁,0
98,aftershock,,"If two quakes have about the same magnitude, you cannot say one is the other's preshock or aftershock. Only when one is obv…",0
100,aftershock,,I don't think Silivri M4.8 is an aftershock of the Silivri M5.7 a few months ago. 😀 Quake professors always say such nonsen…,0
101,aftershock,"Bum Fuck, California",I think it’s an aftershock from ’s lyrical beat down. Brent never recovered.,0
102,aftershock,,Apex is all about separating from Monarch. They’re “separation. Well from my theory on how MechaGod… https://t.co/aBzDKqocPv,0
103,aftershock,"fresno, ca",thinking about how some1 spat blood at me during Marilyn Manson’s set at aftershock 👁👁,0
104,aftershock,,Or sending my mate Simon to the bar and asking for a Guiness but ending up with a Carlsberg Export and a Mint After…,0
105,aftershock,,#USGS #earthquake experts are in #PuertoRico installing temporary seismometers to help track seismic events including a Jan. 7 ma…,0
108,aftershock,DEPRESSED VIBES,How could you leave when I gave you my all 💔,0
109,aftershock,,"For the full experience, start with this one, 1st in the series. Food was running low. To save the young, the governor…",0
111,aftershock,10.28.33N  / 066.57.79W,We continue to update our 30-day aftershock forecast scenarios for #PuertoRico. Forecasts are posted in both English https://t.co…,0
113,aftershock,"St Augustine, FL",Aftershock comics. We prefer working in partnership with our creators to build out that team from the ground up.,0
114,aftershock,RVA✈️FLA,Did the other earthquake/aftershock mess up the power again?!,0
115,aftershock,PA,Aftershock forecast for Puerto Rico,0
117,airplane%20accident,,Bing Bong Airplane Accident Remix,0
118,airplane%20accident,Inside my head,Morgan is surprised to see Shaun back at work already and offers her condolences on his dad. Shaun says the airplan… https://t.co/SXwRBa7hj5,0
119,airplane%20accident,Australia,"That’s a load of rubbish, there was never an imminent threat, Jesus Christ!!!Iran sho… https://t.co/C815DfZF7C",0
121,airplane%20accident,"Michigan, USA",Conclusion 8 on previous page is incorrect IMHO. “The witness observations of a streak of light we… https://t.co/tz4Xv7uXCw,0
122,airplane%20accident,Iran,"The celebrities in Iran that are very sadly about our compatriots that killed with downing UK airplane,not only di… https://t.co/CtjVwIcH2v",0
124,airplane%20accident,West coast True north  i stan juggalos,"Had a look at your timeline, i see you hate my coun… https://t.co/30cMQ9gsPj",0
127,airplane%20accident,هرجا که دلت باشد,"My friend i live here , believe me... Its our basic rights that know what happened… https://t.co/49nbXHuTfP",0
129,airplane%20accident,,How is it that Iran fired between 12 and 20 surface to surface missiles...…..then FIRED A SURFACE TO AIR MISSILE AT… https://t.co/mpkttFCAFB,0
130,airplane%20accident,,"Basically, you killed the general, put the whole country into a confusing status, they shoot a civ… https://t.co/P1lKrqhP1Y",0
131,airplane%20accident,GOV of Georgia♥️ Janny Cares,"No, I was referring to the shooting down of the airplane. I really do…",0
132,airplane%20accident,"Saskatchewan, Canada","No, I was referring to the shooting down of the airplane. I… https://t.co/xKVqRdtjhR",0
133,airplane%20accident,Canada,And anyone who believes that incident was an accident is an idiot. An airplane at approx 3000 fee…,0
134,airplane%20accident,,And anyone who believes that incident was an accident is an idiot. An airplane at approx 3000… https://t.co/axT3omjmE1,0
137,airplane%20accident,,"Mr M u hold p.Trump accountable for the airplane accident.we r very sad too,but pls don’t tweet abo… https://t.co/cqsMfVTLMW",0
138,airplane%20accident,Nigeria,"Just dial 112 toll-free from your phone in the event that you wish to report fire, flood, theft, armed robbery, kidnap,…",0
139,airplane%20accident,"Ilawe-Ekiti, Nigeria","Just dial 112 toll-free from your phone in the event that you wish to report fire, flood, theft, armed robbery, k… https://t.co/1e2jgI6C8Q",0
142,airplane%20accident,"Saskatchewan, Canada","Sorry for your loss, Iran should never have shot the airplane out of the sky. ‘accident’ they say",0
143,airplane%20accident,"Toronto, Ontario","It wasn't, Iranians knew when takeoff was happening &amp; they knew the airplane manufacturer was American.… https://t.co/9JNbfB0zWH",0
144,airplane%20accident,NYC,Mass anti-government protests erupt in Iran after leaders admit to shooting down airliner. Still cannot believe w… https://t.co/dweXwdLBGn,0
145,airplane%20accident,New England,I read the whole thread. He’s blaming Trump for Iran shooting down an ai… https://t.co/evL7sdNw0Z,0
146,airplane%20accident,Ontario,airplane accident answers. The US designated the Iranian government as terrorists and ha… https://t.co/7a2OgPYNiQ,0
147,airplane%20accident,State of Louisiana-great food,"Hey, got some swamp land for sale. You are either naive or just plain stupid! Which is it? Iran downing t… https://t.co/fu3cjJf1q8",0
148,airplane%20accident,"Sachse, Texas","Perhaps prodded by others, Zelensky decides Ukraine has nothing to lose by piling onto Iran. Never seen so many op… https://t.co/bvZj33dZEp",0
149,airplane%20accident,,"As a Canadian, I am very concerned. The airplane that was shot down by accident had 67 Canadians - many of Iranian…",0
150,airplane%20accident,Waldo,Shooting an airplane down *by accident* is bullshit. Just like *accidental shootings* of firearms. Especially since… https://t.co/xKEYVGXFiQ,0
151,airplane%20accident,United States,"Odd, how the Iranians ACCIDENTALLY blew up the airplane after take off. Was someone just playing with… https://t.co/Y2Yx1gZ6hQ",0
152,airplane%20accident,,"As a Canadian, I am very concerned. The airplane that was shot down by accident had 67 Canadians - many… https://t.co/v8MsKmrLyB",0
153,airplane%20accident,United Kingdom,"And. No excuse for shooting down a commercial airplane with innocent civilians on. Oh! Sorry Jeremy, as you say, it was an…",0
154,airplane%20accident,"Milwaukee, WI",You beat me to this response. You have to TRACK an airplane with a surface to air missile.…,0
155,airplane%20accident,"French River, Ontario, Canada","It is unimaginable to have 174 people gone in one ""accident."" How could anyone point a surface to air missile at a… https://t.co/7Abwo7HXuz",0
156,airplane%20accident,"Siesta Key, FL","So it was just an accident that Iran rocketed an airplane, killing 180 people. And libs defending it like that’s ok b…",0
157,airplane%20accident,"Manchester, England","And. No excuse for shooting down a commercial airplane with innocent civilians on. Oh! Sorry Jeremy, as you say, it… https://t.co/gUkc4ToutN",0
158,airplane%20accident,"New Jersey, USA",Well let’s see. We know so far the body count of demonstrators was over… https://t.co/sPpCsKbUq0,0
159,airplane%20accident,"Michigan, USA",You beat me to this response. You have to TRACK an airplane with a surface to air missi… https://t.co/RFyWvNqO2Z,0
160,airplane%20accident,"Canada, eh",Good lord...... Yeah. It was an accident. The airplane didn't give the missile the right away.... 😒,0
161,airplane%20accident,,"The Iranian leadership has downed the commercial airplane on purpose, who are they kidding by saying it was by accident",0
162,airplane%20accident,#السعودية_العظمى,"Ooh look, NYT became a lawyer for the Iranian regime What a stupid newspaper, it’s now time, there are vi… https://t.co/SbfUCNkMpr",0
163,airplane%20accident,Iowa,How exactly does one accidentally fire a rocket? At an airplane leaving your own countries airport. This… https://t.co/LQdfG1THTN,0
168,airplane%20accident,,"United States downs an Iranian terrorist and the world press dedicates tons of articles on the life he lived, but the Ira…",0
169,airplane%20accident,"Port Charlotte, FL","Besides the Airplane being shot down by ""Accident""..... Other ""things"" are HABBENING also.....!! High-level pro-Iran militi…",0
171,airplane%20accident,,CONSIDER -&gt; How does a person with a video camera know WHERE and WHEN to record an attack BEFORE there was any indication…,0
172,airplane%20accident,The Enchanted Mitten,"Besides the Airplane being shot down by ""Accident""..... Other ""things"" are HABBENING also.....!! High-level pro-Ir… https://t.co/OlJMmB1Tj9",0
173,airplane%20accident,NYC Babe-Bee 🌹🐾🙏,"Yeah, yer well prepared ...hit a few buildings &amp; knocked down yer own airplane by accident ...better keep d… https://t.co/ww1W8LOYVl",0
174,airplane%20accident,"Lake Mary, FL","if the shooting down of the plane was an accident (human error), why were the Iranians shooting mi… https://t.co/JesxuYkYVD",0
175,airplane%20accident,,This attack N on an airplane that had just taken off was no accident. Iran wants the world to know there will be co… https://t.co/2mimAWnc6x,0
176,airplane%20accident,,Grover Airplane Accident Doctor,0
177,airplane%20accident,Islamic Republic of Iran,# Trump in Accident # Crash - Airplane # Ukraine is the main factor as the most powerful person in the world whose count…,0
178,airplane%20accident,Islamic Republic of Iran,# Trump in Accident # Crash - Airplane # Ukraine is the main factor as the most powerful person in the world whose… https://t.co/mSkuJJe79X,0
181,airplane%20accident,,"So much talk about #Ukraine airplane within #iran #USA conflict, while conflict wise this is irrelevant, what is mo… https://t.co/lpE4tm3pYk",0
185,airplane%20accident,,The Iranians chose the day and time to send missiles inside Iraq and they also controlled the… https://t.co/EhjP8cNlW4,0
186,airplane%20accident,,Was the airplane on a routine flight path from the airport? One would think those that shot it down would be fam…,0
189,airplane%20accident,"Pahoa, Hawai'i 96778","How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",0
191,ambulance,"England, UK","Is it racist to be concerned that this is correct … 50,000 residents in Birmingham can't speak English? Birmingham is England…",0
192,ambulance,,🔴 #WAARLAND #ambulance 🚑 #p2000 A2 10187 Rit 6026 Sabinahof Waarland https://t.co/YesZazBODp,0
193,ambulance,"Rock Hill, SC","#USDJPY despite Richter Scale overbought, Fxstreet Line Up Swissquote bullish long, Jason Sen Mr. Ambulance Chaser B…",0
194,ambulance,"Rock Hill, SC","#USDJPY despite Richter Scale overbought, Fxstreet Line Up Swissquote bullish long, Jason Sen Mr. Ambulance Cha… https://t.co/iVuuacsq54",0
195,ambulance,Hyeongjun world,The Untamed boys singing “Love Siren” from My ambulance ❤️❤️ #TheUntamedBoysinBKK https://t.co/2HkshTHs8W,0
196,ambulance,"Theale, England",...or pulling over for an ambulance,0
197,ambulance,London innit,I hope there’s going to be an ambulance waiting at the bottom because there’s no way that fat lump can cli… https://t.co/eQ0fg2Fo7i,0
198,ambulance,,รักติดไซเรน (My Ambulance) .Cover is coming ! #TheUntamedBoys Ambassador for Thai Spring Festival 2020 The delightful…,0
199,ambulance,Sicily (❤️) Mielno 🇵🇱,When driving drunk you can choose your way to come back home : A) Taxi. B… https://t.co/Bk3XOkgFKq,0
200,ambulance,"Melbourne, Victoria","Yer severe Ambulance ramping, under funding/resourcing… https://t.co/kpenM6wiej",0
201,ambulance,,"Zulaykha's son was an ambulance driver who was killed in a suicide attack in Maimana, Faryab. Everyday, she visits the ambu…",0
203,ambulance,Everywhere,"Jinu : Are you okay? You hit your head and fainted, do you remember anything? Yoon : Only the ambulance ride to the hospi…",0
205,ambulance,,They've gone ambulance chasing in Australia,0
206,ambulance,,And drumroll its beach girl. Henry tried to keep pressure on the wound and calls for an… https://t.co/gvo4M76B1O,0
207,ambulance,United Kingdom,What racism ?..Absolutely delighted… https://t.co/WCP0oyZJVY,0
208,ambulance,"Everywhere, I am a free spirit","The norovirus is like a detox, gets all the crap out the system much like flushing out the central h… https://t.co/mwJBxCelyW",0
209,ambulance,Malawi,"ooh, guys, do you know where in gauteng people go to study nursing and the ambulance nurses who keep you alive in transit…",0
210,ambulance,,#IranProtests #Tehran Right now Valiasr intersection is where the Special Forces are heading to the Paradise Ambulance. @…,0
211,ambulance,💰HELPING YOU GAIN MUTUAL💰,Are you one of those who silently Pray for an UNKNOWN #Ambulance passed by? https://t.co/23zS7QjTdG,0
213,ambulance,London,If you have Norovirus there's no place like home! The winter bug is unpleasant - but usual goes away after a coupl… https://t.co/AigErM2h2m,0
214,ambulance,,I don’t understand how Jongkook danced like that and was NOT breathing heavily at the end of his sequence while lyi… https://t.co/DT4rPzYXS7,0
215,ambulance,Egypt's Prime Minister,"Unilorin did not have oxygen, A whole University of ilorin not having oxygen they had to refer us to UITH thinking maybe t…",0
216,ambulance,in my poes,“ambulance nurses” ♥️♥️♥️,0
218,ambulance,"Namibia,rundu,ondangwa,katima,",For all your ambulance 🚑 needs call us today on our Toll-Free number 👉0819696 https://t.co/aWzJw2wxkx,0
219,ambulance,London,What a lovely message to receive - thank you so much. 😃💚,0
221,ambulance,Ghana,"When technical brains speak to a raging debate... Mostly, their disposition &amp; knowledge calms the storm. Even more… https://t.co/vDnC9tkXDB",0
222,ambulance,Malibu,"Just got back from the hospital bc I accidentally blended my finger while cooking, and I promised the ambulance doctors I w…",0
223,ambulance,United Kingdom,Another race baiting ambulance chaser exposed ..this is racism in action but you and peop… https://t.co/2UhePawVK9,0
224,ambulance,,"ooh, guys, do you know where in gauteng people go to study nursing and the ambulance nurses who keep you alive in t… https://t.co/M6YK1fibLu",0
225,annihilated,,Nicki minaj single handedly annihilated the male species the day this dropped !!,0
226,annihilated,,You must be annihilated!,0
